Number of nodes 155 
    78 : -2.1308943e+01 -8.1715851e+01 
    79 : -8.0364771e+01  1.9002465e+01 
    80 :  1.9002465e+01  8.0364771e+01 
    81 :  1.9234324e+01 -3.1147076e+01 
    82 : -1.5740288e+01 -3.1390107e+01 
    83 :  3.5890900e+01  4.3088266e-02 
    84 :  2.9801642e+01  2.7180503e+01 
    85 :  2.2631219e+00  4.0293393e+01 
    86 : -2.7266706e+01  2.9616795e+01 
    87 : -4.0359675e+01 -7.6659565e-01 
    88 : -3.8680038e+01 -2.8919720e+01 
    89 :  4.1583798e+01 -2.2619350e+01 
    90 :  5.6113035e+01 -1.4394300e+01 
    91 :  1.6745599e+00 -4.7174384e+01 
    92 : -1.1649595e+01 -5.6173801e+01 
    93 : -2.7012290e+01 -4.7181388e+01 
    94 :  5.6907716e+01  3.1734815e+00 
    95 : -6.4217112e+01  1.4772200e+01 
    96 :  1.5143478e+01  6.4044437e+01 
    97 :  3.4597681e+01 -5.6025832e+01 
    98 : -3.4578234e+01  5.5994329e+01 
    99 :  5.5811695e+01  3.5494740e+01 
   100 :  1.0291600e+02 -2.4334886e+01 
   101 : -2.4334886e+01 -1.0291600e+02 
   102 : -1.0291600e+02  2.4334886e+01 
   103 :  2.4334886e+01  1.0291600e+02 
   104 :  5.5565339e+01 -8.9979744e+01 
   105 :  8.9979744e+01  5.5565339e+01 
   106 : -8.9979744e+01 -5.5565339e+01 
   107 : -5.5565339e+01  8.9979744e+01 
   108 : -5.5321705e+01 -1.7059399e+01 
   109 : -1.4172660e+01  5.1912337e+01 
   110 : -4.9524816e+01  2.5973179e+01 
   111 :  2.6838565e+01  4.6940542e+01 
   112 :  4.2464985e+01 -3.8628540e+01 
   113 :  1.5531665e+01 -5.5245653e+01 
   114 :  5.2369421e+01  1.7281083e+01 
   115 : -2.2336200e+00  5.9328021e+01 
   116 : -4.4266542e+01  3.9693154e+01 
   117 :  4.0340282e+01  4.3752750e+01 
   118 : -4.0502935e+01 -4.4335714e+01 
   119 : -5.6160539e+01 -3.5050878e+01 
   120 : -5.9800687e+01 -3.6261995e+00 
   121 :  3.3595260e+00 -5.9854778e+01 
   122 :  5.1949657e+01 -3.0451685e+01 
   123 : -7.5288819e+01 -5.5591135e+01 
   124 : -5.5278450e+01  7.5223809e+01 
   125 :  5.5278450e+01 -7.5223809e+01 
   126 :  7.5223809e+01  5.5278450e+01 
   127 : -8.8823277e+01  2.8718602e+01 
   128 :  2.8718602e+01  8.8823277e+01 
   129 :  9.1212111e+01 -2.7938960e+01 
   130 : -2.7938960e+01 -9.1212111e+01 
   131 : -9.1853963e+01  1.4233482e+01 
   132 :  1.4233482e+01  9.1853963e+01 
   133 :  9.2860438e+01 -1.3831552e+01 
   134 : -1.3831552e+01 -9.2860438e+01 
   135 :  4.2489576e+01 -8.2670235e+01 
   136 : -8.2687959e+01 -4.2541776e+01 
   137 : -4.2489576e+01  8.2670235e+01 
   138 :  8.2670235e+01  4.2489576e+01 
   139 :  6.9304029e+01 -2.0236651e+01 
   140 : -1.9894719e+01 -6.8640466e+01 
   141 :  6.2265855e+01  5.1125791e+01 
   142 :  5.1674075e+01 -6.2006267e+01 
   143 : -6.2006267e+01 -5.1674075e+01 
   144 : -5.1674075e+01  6.2006267e+01 
   145 : -7.3972265e+01 -3.2296852e+01 
   146 : -3.2296852e+01  7.3972265e+01 
   147 :  3.2296852e+01 -7.3972265e+01 
   148 :  7.3972265e+01  3.2296852e+01 
   149 :  8.0934526e+01 -1.1081474e+01 
   150 : -9.9539055e+00 -8.0682469e+01 
   151 : -8.0384109e+01  7.3059496e+00 
   152 :  7.3059496e+00  8.0384109e+01 
   153 : -7.5143594e+01  2.9468989e+01 
   154 :  2.9468989e+01  7.5143594e+01 
Number of edges 72 
     0 :     71     70 
     1 :     70     69 
     2 :     69     68 
     3 :     68     67 
     4 :     67     66 
     5 :     65     64 
     6 :     64     63 
     7 :     63     62 
     8 :     62     61 
     9 :     61     60 
    10 :     59     58 
    11 :     58     57 
    12 :     57     56 
    13 :     56     55 
    14 :     55     54 
    15 :     53     52 
    16 :     52     51 
    17 :     51     50 
    18 :     50     49 
    19 :     49     48 
    20 :     47     46 
    21 :     46     45 
    22 :     45     44 
    23 :     44     43 
    24 :     43     42 
    25 :     41     40 
    26 :     40     39 
    27 :     39     38 
    28 :     38     37 
    29 :     37     36 
    30 :     35     34 
    31 :     34     33 
    32 :     33     32 
    33 :     32     31 
    34 :     31     30 
    35 :     29     28 
    36 :     28     27 
    37 :     27     26 
    38 :     26     25 
    39 :     25     24 
    40 :     15     71 
    41 :     23     15 
    42 :     66     14 
    43 :     14     22 
    44 :     13     65 
    45 :     22     13 
    46 :     60     12 
    47 :     12     21 
    48 :     11     59 
    49 :     21     11 
    50 :     54     10 
    51 :     10     20 
    52 :      9     53 
    53 :     20      9 
    54 :     48      8 
    55 :      8     19 
    56 :      7     47 
    57 :     19      7 
    58 :     42      6 
    59 :      6     18 
    60 :      5     41 
    61 :     18      5 
    62 :     36      4 
    63 :      4     17 
    64 :      3     35 
    65 :     17      3 
    66 :     30      2 
    67 :      2     16 
    68 :      1     29 
    69 :     16      1 
    70 :     24      0 
    71 :      0     23 
Number of triangles 236 
     0 :      1     29    139 
     1 :      5     41    140 
     2 :     15    114     23 
     3 :     82     87     88 
     4 :     11    109     21 
     5 :      9    110     20 
     6 :     85    111     96 
     7 :     87    110     95 
     8 :     86    109     98 
     9 :     13    111     22 
    10 :    140     93      5 
    11 :      5     93     18 
    12 :      0     23     94 
    13 :     88    118     93 
    14 :     11     98    109 
    15 :      9     95    110 
    16 :     13     96    111 
    17 :      7    119    108 
    18 :      4     92    140 
    19 :      0     90    139 
    20 :     84    114     99 
    21 :     85     96    115 
    22 :     86     98    116 
    23 :     87     95    120 
    24 :      4    140    150 
    25 :      0    139    149 
    26 :     84     99    117 
    27 :      7    108     19 
    28 :      0     94     90 
    29 :     23    114     94 
    30 :      3     97    113 
    31 :      2    112     97 
    32 :     29     77    139 
    33 :     41     78    140 
    34 :     84    111     85 
    35 :     86    110     87 
    36 :     85    109     86 
    37 :     81    113     97 
    38 :     81     97    112 
    39 :     12    115     96 
    40 :     10    116     98 
    41 :     14    117     99 
    42 :      8    120     95 
    43 :     26    100     27 
    44 :     62    103     63 
    45 :     38    101     39 
    46 :     50    102     51 
    47 :     32    104     33 
    48 :     68    105     69 
    49 :     44    106     45 
    50 :     56    107     57 
    51 :     25    100     26 
    52 :     61    103     62 
    53 :     37    101     38 
    54 :     49    102     50 
    55 :     33    104     34 
    56 :     45    106     46 
    57 :     57    107     58 
    58 :     69    105     70 
    59 :     39    101     40 
    60 :     51    102     52 
    61 :     27    100     28 
    62 :     63    103     64 
    63 :     31    104     32 
    64 :     67    105     68 
    65 :     43    106     44 
    66 :     55    107     56 
    67 :      6    118    119 
    68 :      1     90    122 
    69 :      4    121     92 
    70 :      0    149     24 
    71 :      4    150     36 
    72 :     12    152     60 
    73 :      8    151     48 
    74 :     13     65    154 
    75 :      9     53    153 
    76 :      3     35    147 
    77 :      7     47    145 
    78 :     11     59    146 
    79 :     15     71    148 
    80 :      2    142     30 
    81 :      6    143     42 
    82 :     10    144     54 
    83 :     14    141     66 
    84 :      1    139     90 
    85 :     81     82     91 
    86 :     81     89     83 
    87 :      3    113     17 
    88 :      2     16    112 
    89 :     83    114     84 
    90 :     92     93    140 
    91 :     15     99    114 
    92 :     29    129     77 
    93 :     41    130     78 
    94 :      7    145    119 
    95 :      9    153     95 
    96 :     13    154     96 
    97 :     12     96    152 
    98 :      8     95    151 
    99 :      2     97    142 
   100 :     14     99    141 
   101 :     10     98    144 
   102 :      3    147     97 
   103 :     11    146     98 
   104 :     15    148     99 
   105 :      6    119    143 
   106 :     82     88     93 
   107 :     82     93     92 
   108 :     83     90     94 
   109 :     82     92     91 
   110 :     83     89     90 
   111 :     21    109    115 
   112 :     20    110    116 
   113 :     22    111    117 
   114 :     72     84     85 
   115 :     87    108     88 
   116 :     18     93    118 
   117 :     72     86     87 
   118 :     72     85     86 
   119 :     12     21    115 
   120 :     10     20    116 
   121 :     83     94    114 
   122 :     72     87     82 
   123 :     14     22    117 
   124 :      6     18    118 
   125 :     28    129     29 
   126 :     40    130     41 
   127 :     52    127     53 
   128 :     64    128     65 
   129 :     60    132     61 
   130 :     48    131     49 
   131 :     24    133     25 
   132 :     36    134     37 
   133 :     30    125     31 
   134 :     42    123     43 
   135 :     54    124     55 
   136 :     66    126     67 
   137 :     70    138     71 
   138 :     34    135     35 
   139 :     46    136     47 
   140 :     58    137     59 
   141 :     88    119    118 
   142 :     88    108    119 
   143 :      8     19    120 
   144 :     81     91    113 
   145 :     81    112     89 
   146 :     19    108    120 
   147 :      4     17    121 
   148 :      1    122     16 
   149 :     72     83     84 
   150 :     89    122     90 
   151 :     91     92    121 
   152 :     80    152     96 
   153 :     79    151     95 
   154 :     79     95    153 
   155 :     80     96    154 
   156 :     75    144     98 
   157 :     73    142     97 
   158 :     76    141     99 
   159 :     73     97    147 
   160 :     76     99    148 
   161 :     75     98    146 
   162 :     74    119    145 
   163 :     74    143    119 
   164 :     78    150    140 
   165 :     77    149    139 
   166 :     61    132    103 
   167 :     49    131    102 
   168 :     25    133    100 
   169 :     37    134    101 
   170 :     34    104    135 
   171 :     46    106    136 
   172 :     58    107    137 
   173 :     70    105    138 
   174 :     31    125    104 
   175 :     67    126    105 
   176 :     43    123    106 
   177 :     55    124    107 
   178 :     28    100    129 
   179 :     64    103    128 
   180 :     40    101    130 
   181 :     52    102    127 
   182 :     17    113    121 
   183 :     16    122    112 
   184 :     72     81     83 
   185 :     72     82     81 
   186 :    100    133    129 
   187 :    101    134    130 
   188 :    103    132    128 
   189 :    102    131    127 
   190 :    104    125    135 
   191 :    106    123    136 
   192 :    107    124    137 
   193 :    105    126    138 
   194 :     74    136    123 
   195 :     75    137    124 
   196 :     73    135    125 
   197 :     76    138    126 
   198 :     77    129    133 
   199 :     78    130    134 
   200 :     79    127    131 
   201 :     80    128    132 
   202 :     87    120    108 
   203 :     85    115    109 
   204 :     86    116    110 
   205 :     84    117    111 
   206 :     53    127    153 
   207 :     65    128    154 
   208 :     48    151    131 
   209 :     24    149    133 
   210 :     36    150    134 
   211 :     60    152    132 
   212 :     30    142    125 
   213 :     42    143    123 
   214 :     54    144    124 
   215 :     66    141    126 
   216 :     71    138    148 
   217 :     35    135    147 
   218 :     47    136    145 
   219 :     59    137    146 
   220 :     79    153    127 
   221 :     80    154    128 
   222 :     77    133    149 
   223 :     78    134    150 
   224 :     79    131    151 
   225 :     80    132    152 
   226 :     76    126    141 
   227 :     73    125    142 
   228 :     74    123    143 
   229 :     75    124    144 
   230 :     73    147    135 
   231 :     76    148    138 
   232 :     74    145    136 
   233 :     75    146    137 
   234 :     91    121    113 
   235 :     89    112    122 
Number of domains 1
 Domain :      0 
 Name : The full stuff 
 Number of elements :     72 
     0     1     2     3     4     5     6     7     8     9
    10    11    12    13    14    15    16    17    18    19
    20    21    22    23    24    25    26    27    28    29
    30    31    32    33    34    35    36    37    38    39
    40    41    42    43    44    45    46    47    48    49
    50    51    52    53    54    55    56    57    58    59
    60    61    62    63    64    65    66    67    68    69
    70    71
